Date,Open,High,Low,Close,Volume
2025-01-31 17:47:00,1.04195,1.04196,1.04145,1.04146,156
2025-01-31 17:48:00,1.04149,1.04169,1.04135,1.04168,154
2025-01-31 17:49:00,1.04166,1.04185,1.04165,1.04177,92
2025-01-31 17:50:00,1.04172,1.04201,1.0417,1.04201,98
2025-01-31 17:51:00,1.042,1.04212,1.0419,1.04203,101
2025-01-31 17:52:00,1.04202,1.04233,1.04202,1.04207,99
2025-01-31 17:53:00,1.04206,1.04213,1.04185,1.04195,140
2025-01-31 17:54:00,1.04194,1.04218,1.04194,1.04207,115
2025-01-31 17:55:00,1.04205,1.04208,1.04189,1.04189,92
2025-01-31 17:56:00,1.04188,1.04196,1.04181,1.04181,129
2025-01-31 17:57:00,1.0418,1.04189,1.04176,1.04178,89
2025-01-31 17:58:00,1.04179,1.042,1.04178,1.042,112
2025-01-31 17:59:00,1.04201,1.04205,1.04198,1.04198,90
2025-01-31 18:00:00,1.04199,1.04199,1.0417,1.0417,97
2025-01-31 18:01:00,1.04171,1.04175,1.04161,1.04172,108
2025-01-31 18:02:00,1.04173,1.04181,1.0417,1.04181,68
2025-01-31 18:03:00,1.04182,1.0421,1.04177,1.04203,93
2025-01-31 18:04:00,1.04205,1.04206,1.0418,1.04186,100
2025-01-31 18:05:00,1.04187,1.04207,1.04187,1.04191,83
2025-01-31 18:06:00,1.0419,1.04191,1.0418,1.04188,55
2025-01-31 18:07:00,1.04187,1.04187,1.04165,1.04168,54
2025-01-31 18:08:00,1.04167,1.04183,1.04167,1.04183,40
2025-01-31 18:09:00,1.04181,1.04184,1.04163,1.04164,49
2025-01-31 18:10:00,1.04167,1.04173,1.04165,1.04169,56
2025-01-31 18:11:00,1.0417,1.04193,1.0417,1.04193,48
2025-01-31 18:12:00,1.04192,1.04211,1.04186,1.04202,55
2025-01-31 18:13:00,1.04201,1.04202,1.04176,1.04182,63
2025-01-31 18:14:00,1.04184,1.04194,1.04176,1.04194,61
2025-01-31 18:15:00,1.04193,1.04214,1.04193,1.04199,70
2025-01-31 18:16:00,1.04197,1.04202,1.04195,1.04199,42
2025-01-31 18:17:00,1.042,1.04207,1.04195,1.04196,53
2025-01-31 18:18:00,1.04197,1.04197,1.04151,1.04152,59
2025-01-31 18:19:00,1.04151,1.04183,1.03936,1.03936,254
2025-01-31 18:20:00,1.03938,1.04049,1.03895,1.03976,428
2025-01-31 18:21:00,1.03965,1.03974,1.03897,1.03922,321
2025-01-31 18:22:00,1.03917,1.03958,1.03892,1.03922,216
2025-01-31 18:23:00,1.03922,1.03948,1.03893,1.03894,210
2025-01-31 18:24:00,1.03895,1.03935,1.03892,1.03913,197
2025-01-31 18:25:00,1.03909,1.03918,1.03822,1.03857,281
2025-01-31 18:26:00,1.03856,1.03858,1.03786,1.03794,194
2025-01-31 18:27:00,1.03796,1.0383,1.03794,1.03808,182
2025-01-31 18:28:00,1.03813,1.03815,1.03734,1.03779,207
2025-01-31 18:29:00,1.03779,1.03834,1.03779,1.03824,193
2025-01-31 18:30:00,1.03825,1.03825,1.03771,1.03786,194
2025-01-31 18:31:00,1.03787,1.038,1.03733,1.03755,192
2025-01-31 18:32:00,1.03754,1.03774,1.03719,1.03732,171
2025-01-31 18:33:00,1.03733,1.03739,1.03616,1.03639,268
2025-01-31 18:34:00,1.03638,1.03694,1.03635,1.03674,221
2025-01-31 18:35:00,1.03673,1.03736,1.03665,1.03727,175
2025-01-31 18:36:00,1.03725,1.03726,1.03677,1.03686,167
2025-01-31 18:37:00,1.03685,1.03686,1.03639,1.03666,205
2025-01-31 18:38:00,1.03665,1.03702,1.03663,1.03692,175
2025-01-31 18:39:00,1.0369,1.03729,1.03676,1.03714,212
2025-01-31 18:40:00,1.03716,1.0377,1.03694,1.03765,254
2025-01-31 18:41:00,1.03762,1.0385,1.03754,1.03828,294
2025-01-31 18:42:00,1.03827,1.0386,1.03809,1.0381,204
2025-01-31 18:43:00,1.03812,1.03825,1.03762,1.03777,154
2025-01-31 18:44:00,1.03782,1.03788,1.03753,1.03787,156
2025-01-31 18:45:00,1.03791,1.03825,1.03791,1.03814,182
2025-01-31 18:46:00,1.03813,1.03822,1.03798,1.03807,144
2025-01-31 18:47:00,1.03806,1.03834,1.03789,1.03833,129
2025-01-31 18:48:00,1.03832,1.03845,1.0382,1.03823,113
2025-01-31 18:49:00,1.03822,1.03828,1.03809,1.03828,121
2025-01-31 18:50:00,1.03826,1.03834,1.03795,1.03795,166
2025-01-31 18:51:00,1.03794,1.03794,1.03778,1.03782,125
2025-01-31 18:52:00,1.03783,1.03793,1.03739,1.03739,149
2025-01-31 18:53:00,1.03733,1.03749,1.03717,1.03748,138
2025-01-31 18:54:00,1.0375,1.03775,1.03748,1.03764,138
2025-01-31 18:55:00,1.03762,1.03777,1.0376,1.03761,119
2025-01-31 18:56:00,1.03762,1.03771,1.0373,1.03734,139
2025-01-31 18:57:00,1.03736,1.03744,1.03713,1.03721,120
2025-01-31 18:58:00,1.0372,1.0372,1.03698,1.03699,120
2025-01-31 18:59:00,1.03701,1.03704,1.03681,1.03696,145
2025-01-31 19:00:00,1.03695,1.03705,1.03677,1.03702,143
2025-01-31 19:01:00,1.03703,1.03724,1.03694,1.03707,127
2025-01-31 19:02:00,1.03706,1.03723,1.03687,1.03689,129
2025-01-31 19:03:00,1.03688,1.03708,1.03684,1.03686,115
2025-01-31 19:04:00,1.03687,1.03694,1.03666,1.03674,127
2025-01-31 19:05:00,1.03675,1.03681,1.03645,1.03651,109
2025-01-31 19:06:00,1.03652,1.03666,1.03651,1.0366,129
2025-01-31 19:07:00,1.03657,1.03678,1.03654,1.03675,106
2025-01-31 19:08:00,1.03673,1.03696,1.03669,1.03681,145
2025-01-31 19:09:00,1.03682,1.03686,1.03643,1.03644,109
2025-01-31 19:10:00,1.03643,1.03662,1.03643,1.03656,147
2025-01-31 19:11:00,1.03655,1.03672,1.03654,1.03661,105
2025-01-31 19:12:00,1.03662,1.0367,1.03645,1.03659,102
2025-01-31 19:13:00,1.03661,1.03704,1.03661,1.03704,114
2025-01-31 19:14:00,1.03706,1.03709,1.0369,1.03695,111
2025-01-31 19:15:00,1.03693,1.03705,1.03676,1.0368,138
2025-01-31 19:16:00,1.03679,1.0369,1.03674,1.03688,64
2025-01-31 19:17:00,1.0369,1.03704,1.03685,1.03692,91
2025-01-31 19:18:00,1.03689,1.037,1.03677,1.03677,70
2025-01-31 19:19:00,1.03675,1.0369,1.03674,1.03687,83
2025-01-31 19:20:00,1.03686,1.03688,1.03658,1.03676,82
2025-01-31 19:21:00,1.03674,1.03677,1.03666,1.03674,71
2025-01-31 19:22:00,1.03673,1.03685,1.03659,1.03672,91
2025-01-31 19:23:00,1.03671,1.03677,1.03655,1.03676,88
2025-01-31 19:24:00,1.03674,1.03701,1.03665,1.03701,88
2025-01-31 19:25:00,1.03702,1.03732,1.03701,1.03702,90
2025-01-31 19:26:00,1.037,1.03709,1.03699,1.03709,67
2025-01-31 19:27:00,1.0371,1.0371,1.03676,1.03685,125
2025-01-31 19:28:00,1.03684,1.037,1.03681,1.03698,96
2025-01-31 19:29:00,1.03699,1.0371,1.03697,1.03709,93
2025-01-31 19:30:00,1.03711,1.03732,1.03711,1.03732,66
2025-01-31 19:31:00,1.03731,1.03739,1.03718,1.03718,105
2025-01-31 19:32:00,1.03717,1.03718,1.03684,1.03686,107
2025-01-31 19:33:00,1.03687,1.03698,1.03686,1.03689,73
2025-01-31 19:34:00,1.03691,1.03703,1.03689,1.03703,84
2025-01-31 19:35:00,1.03704,1.03712,1.03694,1.03694,78
2025-01-31 19:36:00,1.03693,1.03693,1.03668,1.03671,95
2025-01-31 19:37:00,1.03672,1.03677,1.03658,1.03662,80
2025-01-31 19:38:00,1.03663,1.03671,1.03652,1.03671,81
2025-01-31 19:39:00,1.03672,1.03682,1.03661,1.03677,93
2025-01-31 19:40:00,1.03678,1.03702,1.03677,1.03697,81
2025-01-31 19:41:00,1.03699,1.03723,1.03699,1.03715,61
2025-01-31 19:42:00,1.03714,1.0372,1.03704,1.03713,95
2025-01-31 19:43:00,1.03712,1.03722,1.03708,1.0371,70
2025-01-31 19:44:00,1.03711,1.03711,1.03674,1.03682,97
2025-01-31 19:45:00,1.03681,1.03695,1.03681,1.03685,77
2025-01-31 19:46:00,1.03684,1.03684,1.03666,1.03669,95
2025-01-31 19:47:00,1.03668,1.03697,1.03668,1.03697,81
2025-01-31 19:48:00,1.03695,1.03752,1.03692,1.0375,146
2025-01-31 19:49:00,1.03748,1.03753,1.03734,1.03734,95
2025-01-31 19:50:00,1.03735,1.03748,1.0373,1.03736,112
2025-01-31 19:51:00,1.03737,1.03777,1.03736,1.03777,120
2025-01-31 19:52:00,1.03778,1.03788,1.03752,1.03756,143
2025-01-31 19:53:00,1.03755,1.03771,1.0375,1.03769,121
2025-01-31 19:54:00,1.03768,1.03788,1.03766,1.03778,104
2025-01-31 19:55:00,1.03777,1.03778,1.03753,1.03757,118
2025-01-31 19:56:00,1.03758,1.03775,1.03753,1.03759,109
2025-01-31 19:57:00,1.03758,1.03766,1.03753,1.03762,63
2025-01-31 19:58:00,1.03761,1.03767,1.03744,1.03765,79
2025-01-31 19:59:00,1.03766,1.03766,1.03755,1.03759,97
2025-01-31 20:00:00,1.0376,1.0376,1.03735,1.03735,118
2025-01-31 20:01:00,1.03733,1.03736,1.03714,1.03724,104
2025-01-31 20:02:00,1.03721,1.03726,1.03714,1.03725,90
2025-01-31 20:03:00,1.03724,1.03733,1.03721,1.03732,77
2025-01-31 20:04:00,1.03733,1.03733,1.03706,1.03716,99
2025-01-31 20:05:00,1.03717,1.03721,1.03688,1.03688,77
2025-01-31 20:06:00,1.03687,1.03692,1.03678,1.03679,82
2025-01-31 20:07:00,1.03681,1.03702,1.03679,1.03698,42
2025-01-31 20:08:00,1.03697,1.03716,1.03687,1.0371,80
2025-01-31 20:09:00,1.03709,1.03727,1.03706,1.03722,51
2025-01-31 20:10:00,1.03721,1.03757,1.03719,1.03757,71
2025-01-31 20:11:00,1.03758,1.0377,1.03755,1.03762,72
2025-01-31 20:12:00,1.0376,1.03762,1.03723,1.03752,106
2025-01-31 20:13:00,1.03753,1.03762,1.03747,1.03756,70
2025-01-31 20:14:00,1.03753,1.03767,1.03753,1.03758,68
2025-01-31 20:15:00,1.03759,1.03765,1.03719,1.03719,67
2025-01-31 20:16:00,1.03721,1.03722,1.03703,1.03709,59
2025-01-31 20:17:00,1.0371,1.03724,1.03709,1.03714,82
2025-01-31 20:18:00,1.03715,1.03724,1.03713,1.0372,56
2025-01-31 20:19:00,1.03718,1.03725,1.03709,1.0371,79
2025-01-31 20:20:00,1.03709,1.03718,1.03704,1.03718,77
2025-01-31 20:21:00,1.0372,1.03732,1.03715,1.03719,54
2025-01-31 20:22:00,1.03718,1.0372,1.03707,1.03708,82
2025-01-31 20:23:00,1.0371,1.03721,1.03708,1.03717,82
2025-01-31 20:24:00,1.03718,1.03747,1.03717,1.03745,85
2025-01-31 20:25:00,1.03746,1.03748,1.03716,1.0372,86
2025-01-31 20:26:00,1.03721,1.03723,1.03718,1.03723,62
2025-01-31 20:27:00,1.03724,1.03742,1.03724,1.03741,54
2025-01-31 20:28:00,1.0374,1.03742,1.0373,1.03742,63
2025-01-31 20:29:00,1.0374,1.03755,1.03737,1.0375,92
2025-01-31 20:30:00,1.03755,1.03763,1.03752,1.03758,91
2025-01-31 20:31:00,1.03757,1.03765,1.03751,1.03758,65
2025-01-31 20:32:00,1.03757,1.03763,1.03753,1.03756,31
2025-01-31 20:33:00,1.03757,1.03774,1.03757,1.03769,33
2025-01-31 20:34:00,1.0377,1.03776,1.03767,1.03767,31
2025-01-31 20:35:00,1.03766,1.03779,1.03763,1.03778,48
2025-01-31 20:36:00,1.03779,1.03799,1.03779,1.03793,56
2025-01-31 20:37:00,1.03794,1.03794,1.03778,1.03792,58
2025-01-31 20:38:00,1.03793,1.03797,1.03785,1.03785,45
2025-01-31 20:39:00,1.03784,1.03784,1.03769,1.03777,53
2025-01-31 20:40:00,1.03776,1.03782,1.03772,1.03777,56
2025-01-31 20:41:00,1.03776,1.03783,1.03776,1.03778,32
2025-01-31 20:42:00,1.0378,1.0379,1.0378,1.03788,65
2025-01-31 20:43:00,1.0379,1.03793,1.03765,1.03767,54
2025-01-31 20:44:00,1.03769,1.03787,1.03768,1.03783,59
2025-01-31 20:45:00,1.03782,1.03793,1.03781,1.03791,46
2025-01-31 20:46:00,1.03787,1.03797,1.03786,1.03795,37
2025-01-31 20:47:00,1.03796,1.03802,1.03795,1.03801,41
2025-01-31 20:48:00,1.03802,1.03811,1.03797,1.0381,60
2025-01-31 20:49:00,1.03811,1.03816,1.03805,1.03807,54
2025-01-31 20:50:00,1.03809,1.03815,1.03808,1.0381,32
2025-01-31 20:51:00,1.03811,1.03813,1.03727,1.03747,247
2025-01-31 20:52:00,1.03754,1.03765,1.03704,1.03715,194
2025-01-31 20:53:00,1.03712,1.03712,1.03635,1.03649,219
2025-01-31 20:54:00,1.0365,1.0366,1.03628,1.03656,171
2025-01-31 20:55:00,1.03658,1.03692,1.03636,1.03689,203
2025-01-31 20:56:00,1.03687,1.03745,1.03687,1.03745,210
2025-01-31 20:57:00,1.03744,1.03748,1.03717,1.03719,184
2025-01-31 20:58:00,1.03709,1.03737,1.03703,1.03736,177
2025-01-31 20:59:00,1.03735,1.03745,1.0373,1.03732,128
2025-01-31 21:00:00,1.03735,1.03751,1.03726,1.03742,101
2025-01-31 21:01:00,1.0374,1.03784,1.03732,1.03774,156
2025-01-31 21:02:00,1.03775,1.03781,1.03753,1.03754,155
2025-01-31 21:03:00,1.03755,1.03781,1.03752,1.03761,106
2025-01-31 21:04:00,1.0376,1.03779,1.03757,1.03779,86
2025-01-31 21:05:00,1.03778,1.03808,1.03774,1.03808,73
2025-01-31 21:06:00,1.03804,1.0386,1.03802,1.03858,115
2025-01-31 21:07:00,1.03857,1.0387,1.03656,1.03756,394
2025-01-31 21:08:00,1.03751,1.03756,1.03664,1.03667,275
2025-01-31 21:09:00,1.03668,1.03705,1.03657,1.03663,125
2025-01-31 21:10:00,1.03661,1.03661,1.03561,1.03565,267
2025-01-31 21:11:00,1.03566,1.03597,1.0352,1.03532,210
2025-01-31 21:12:00,1.03533,1.03553,1.03503,1.03542,134
2025-01-31 21:13:00,1.03543,1.03556,1.03497,1.03513,175
2025-01-31 21:14:00,1.03513,1.03536,1.03498,1.03522,115
2025-01-31 21:15:00,1.03522,1.0359,1.03522,1.03573,115
2025-01-31 21:16:00,1.03575,1.03613,1.03572,1.03587,46
2025-01-31 21:17:00,1.03587,1.03606,1.03567,1.03602,35
2025-01-31 21:18:00,1.03603,1.03611,1.03585,1.03592,65
2025-01-31 21:19:00,1.03593,1.03608,1.03591,1.03606,29
2025-01-31 21:20:00,1.03598,1.03612,1.03591,1.03608,61
2025-01-31 21:21:00,1.03611,1.03638,1.03611,1.03618,73
2025-01-31 21:22:00,1.03621,1.03624,1.03601,1.03618,61
2025-01-31 21:23:00,1.03616,1.03635,1.03612,1.03632,46
2025-01-31 21:24:00,1.03633,1.03633,1.03614,1.03617,48
2025-01-31 21:25:00,1.03619,1.03626,1.03596,1.03612,43
2025-01-31 21:26:00,1.03611,1.03623,1.03607,1.0362,51
2025-01-31 21:27:00,1.03618,1.03656,1.03606,1.03654,47
2025-01-31 21:28:00,1.03652,1.03675,1.03652,1.03674,26
2025-01-31 21:29:00,1.03676,1.0369,1.03663,1.03664,57
2025-01-31 21:30:00,1.03663,1.03668,1.03657,1.03661,34
2025-01-31 21:31:00,1.0366,1.03662,1.03621,1.03621,41
2025-01-31 21:32:00,1.03625,1.03644,1.03595,1.03643,64
2025-01-31 21:33:00,1.03646,1.03648,1.03602,1.03602,43
2025-01-31 21:34:00,1.03614,1.03653,1.03614,1.03637,29
2025-01-31 21:35:00,1.03636,1.03637,1.03616,1.03618,41
2025-01-31 21:36:00,1.03619,1.03619,1.03597,1.03608,43
2025-01-31 21:37:00,1.03609,1.03615,1.0359,1.03593,78
2025-01-31 21:38:00,1.03594,1.03614,1.03581,1.03612,42
2025-01-31 21:39:00,1.03611,1.03622,1.03608,1.0361,23
2025-01-31 21:40:00,1.03609,1.03619,1.03609,1.03614,28
2025-01-31 21:41:00,1.03612,1.03612,1.03581,1.03588,37
2025-01-31 21:42:00,1.03591,1.03605,1.03565,1.03603,50
2025-01-31 21:43:00,1.03605,1.03607,1.03592,1.03607,19
2025-01-31 21:44:00,1.03609,1.03609,1.03592,1.03596,37
2025-01-31 21:45:00,1.03596,1.03601,1.03591,1.03596,14
2025-01-31 21:46:00,1.03599,1.03601,1.03591,1.036,32
2025-01-31 21:47:00,1.03599,1.03621,1.03599,1.03617,38
2025-01-31 21:48:00,1.03618,1.03631,1.03618,1.0362,19
2025-01-31 21:49:00,1.03622,1.03628,1.03617,1.03621,33
2025-01-31 21:50:00,1.03626,1.03627,1.03615,1.03617,15
2025-01-31 21:51:00,1.03616,1.03617,1.03606,1.03612,17
2025-01-31 21:52:00,1.03615,1.03618,1.03611,1.03611,17
2025-01-31 21:53:00,1.03605,1.03612,1.03601,1.03606,26
2025-01-31 21:54:00,1.03597,1.0362,1.03571,1.03581,49
2025-01-31 21:55:00,1.03589,1.03592,1.03576,1.03583,65
2025-01-31 21:56:00,1.03582,1.03582,1.03555,1.0356,42
2025-01-31 21:57:00,1.03557,1.03558,1.03557,1.03557,3
2025-02-02 22:05:00,1.0241,1.02452,1.02402,1.02447,42
2025-02-02 22:06:00,1.02447,1.02463,1.02402,1.02455,40
2025-02-02 22:07:00,1.02459,1.02482,1.02459,1.02478,4
2025-02-02 22:08:00,1.02478,1.02482,1.02476,1.02482,7
2025-02-02 22:09:00,1.02482,1.02482,1.02456,1.02458,8
2025-02-02 22:10:00,1.0246,1.02546,1.02453,1.02523,35
2025-02-02 22:11:00,1.02523,1.02524,1.02482,1.02502,26
2025-02-02 22:12:00,1.02502,1.02542,1.02502,1.02542,18
2025-02-02 22:13:00,1.02542,1.02556,1.02515,1.02515,10
2025-02-02 22:14:00,1.02515,1.02536,1.02506,1.02536,5
2025-02-02 22:15:00,1.02536,1.02546,1.02502,1.02529,15
2025-02-02 22:16:00,1.02529,1.02529,1.02502,1.02502,4
2025-02-02 22:17:00,1.02496,1.02511,1.02496,1.02509,3
2025-02-02 22:18:00,1.02509,1.02517,1.02503,1.02506,10
2025-02-02 22:19:00,1.02505,1.02511,1.02505,1.0251,10
2025-02-02 22:20:00,1.02512,1.02517,1.02512,1.02514,6
2025-02-02 22:21:00,1.02512,1.02514,1.02499,1.02504,18
2025-02-02 22:22:00,1.02509,1.02523,1.02498,1.02498,8
2025-02-02 22:23:00,1.02505,1.02505,1.02501,1.02501,3
2025-02-02 22:24:00,1.02501,1.02502,1.02498,1.02498,6
2025-02-02 22:25:00,1.02501,1.02502,1.02495,1.02496,16
2025-02-02 22:26:00,1.02496,1.02503,1.02495,1.02503,4
2025-02-02 22:27:00,1.02503,1.02503,1.0249,1.02499,23
2025-02-02 22:28:00,1.02499,1.025,1.02497,1.02497,8
2025-02-02 22:29:00,1.02497,1.02501,1.02483,1.02489,11
2025-02-02 22:30:00,1.0249,1.02492,1.0248,1.02485,11
2025-02-02 22:31:00,1.02485,1.02486,1.02482,1.02486,15
2025-02-02 22:32:00,1.02486,1.02486,1.02467,1.02467,15
2025-02-02 22:33:00,1.02467,1.02472,1.02446,1.02446,10
2025-02-02 22:34:00,1.02446,1.02473,1.02446,1.02471,9
2025-02-02 22:35:00,1.02472,1.02481,1.02468,1.02479,16
2025-02-02 22:36:00,1.02484,1.02484,1.02463,1.02463,20
2025-02-02 22:37:00,1.02463,1.02476,1.02463,1.02467,8
2025-02-02 22:38:00,1.02467,1.02467,1.02463,1.02463,10
2025-02-02 22:39:00,1.02465,1.02478,1.02461,1.02462,21
2025-02-02 22:40:00,1.02459,1.0251,1.02459,1.02481,39
2025-02-02 22:41:00,1.02478,1.02481,1.02473,1.02478,32
2025-02-02 22:42:00,1.02481,1.02502,1.02479,1.02492,22
2025-02-02 22:43:00,1.02492,1.02492,1.02472,1.02479,19
2025-02-02 22:44:00,1.02478,1.0252,1.02477,1.0252,12
2025-02-02 22:45:00,1.0252,1.02561,1.02519,1.02558,16
2025-02-02 22:46:00,1.02557,1.02566,1.02554,1.02559,12
2025-02-02 22:47:00,1.02559,1.0256,1.02559,1.0256,2
2025-02-02 22:48:00,1.0256,1.0256,1.02546,1.02546,6
2025-02-02 22:49:00,1.02545,1.02553,1.02545,1.02546,36
2025-02-02 22:50:00,1.02545,1.02546,1.02537,1.02537,20
2025-02-02 22:51:00,1.02537,1.02551,1.02535,1.02535,23
2025-02-02 22:52:00,1.02536,1.02538,1.02472,1.0249,37
2025-02-02 22:53:00,1.0249,1.02509,1.0249,1.02509,3
2025-02-02 22:54:00,1.02509,1.02528,1.02509,1.0252,11
2025-02-02 22:55:00,1.0252,1.0252,1.02488,1.02493,14
2025-02-02 22:56:00,1.02488,1.02493,1.02486,1.02486,18
2025-02-02 22:57:00,1.02486,1.02486,1.02483,1.02484,3
2025-02-02 22:58:00,1.02484,1.02498,1.02483,1.02494,20
2025-02-02 22:59:00,1.02493,1.02497,1.02493,1.02496,10
2025-02-02 23:00:00,1.02494,1.02547,1.02347,1.02357,187
2025-02-02 23:01:00,1.02358,1.02454,1.02356,1.0243,127
2025-02-02 23:02:00,1.02433,1.02455,1.02429,1.02452,109
2025-02-02 23:03:00,1.02452,1.02462,1.02425,1.02449,58
2025-02-02 23:04:00,1.02453,1.02486,1.02422,1.02486,60
2025-02-02 23:05:00,1.02486,1.02557,1.02486,1.02557,90
2025-02-02 23:06:00,1.0256,1.02597,1.02548,1.02587,74
2025-02-02 23:07:00,1.02588,1.02696,1.02587,1.02658,119
2025-02-02 23:08:00,1.02658,1.02679,1.02581,1.02614,134
2025-02-02 23:09:00,1.02612,1.02627,1.02578,1.02624,100
2025-02-02 23:10:00,1.02624,1.02652,1.02576,1.0258,65
2025-02-02 23:11:00,1.0258,1.02586,1.02549,1.02559,104
2025-02-02 23:12:00,1.0256,1.0261,1.02559,1.02575,70
2025-02-02 23:13:00,1.02575,1.02582,1.0254,1.02544,70
2025-02-02 23:14:00,1.02544,1.02544,1.02477,1.02477,57
2025-02-02 23:15:00,1.02478,1.02502,1.02435,1.02468,91
2025-02-02 23:16:00,1.02468,1.02476,1.0243,1.02459,87
2025-02-02 23:17:00,1.0246,1.02487,1.02435,1.02436,66
2025-02-02 23:18:00,1.02435,1.02521,1.02425,1.02489,86
2025-02-02 23:19:00,1.02486,1.02508,1.02482,1.02503,63
2025-02-02 23:20:00,1.02503,1.0257,1.02498,1.0256,88
2025-02-02 23:21:00,1.0256,1.0256,1.02506,1.02516,85
2025-02-02 23:22:00,1.02516,1.02516,1.02434,1.02447,81
2025-02-02 23:23:00,1.02451,1.02466,1.0242,1.02422,108
2025-02-02 23:24:00,1.02422,1.02432,1.02399,1.02421,95
2025-02-02 23:25:00,1.02419,1.02424,1.02349,1.02349,66
2025-02-02 23:26:00,1.02347,1.02387,1.02346,1.02372,78
2025-02-02 23:27:00,1.02374,1.02374,1.0235,1.02372,63
2025-02-02 23:28:00,1.02373,1.02445,1.02366,1.02422,88
2025-02-02 23:29:00,1.02412,1.0244,1.02404,1.02405,60
2025-02-02 23:30:00,1.02415,1.02494,1.02415,1.02481,118
2025-02-02 23:31:00,1.0248,1.02538,1.02477,1.02501,99
2025-02-02 23:32:00,1.02499,1.02514,1.02489,1.02497,72
2025-02-02 23:33:00,1.02497,1.02523,1.02485,1.02501,78
2025-02-02 23:34:00,1.02501,1.02501,1.02434,1.02446,51
2025-02-02 23:35:00,1.02467,1.02481,1.0244,1.0246,75
2025-02-02 23:36:00,1.02477,1.0248,1.02453,1.02471,59
2025-02-02 23:37:00,1.02472,1.02483,1.02421,1.02421,78
2025-02-02 23:38:00,1.02419,1.0244,1.02378,1.02378,91
2025-02-02 23:39:00,1.02385,1.02398,1.02378,1.02383,80
2025-02-02 23:40:00,1.02383,1.024,1.02356,1.024,73
2025-02-02 23:41:00,1.024,1.02448,1.02398,1.02432,90
2025-02-02 23:42:00,1.02432,1.02437,1.02415,1.02419,60
2025-02-02 23:43:00,1.02417,1.02431,1.02409,1.02417,39
2025-02-02 23:44:00,1.02416,1.02472,1.02416,1.02472,52
2025-02-02 23:45:00,1.02472,1.02525,1.02469,1.02502,87
